gridid,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,m3,m3,m3,m3,mgal,ton,ton,ton,ton,ton,ha
FIPS,T_YLN,T_YLP,T_FNH3,T_FNO,T_FNO3,T_NFIX,T_GMN,T_FPO,T_FPL,T_MNP,T_YLDG,T_YLDF,T_IRGA,T_ET,T_PET,T_PRCP,Nyield,Pyield,T_NWET,T_NDRY,AREA,NUE,PUE,NUE1,PUE1
1001,0.172366352290527,0.0191232619292801,0.00611992452677038,0.0359265048710983,4.07994971617817e-05,0.17793070734593,0.290498346876786,0.00465624232920086,0.00919263631627392,0.025824149261674,2.46565435193092,0,5354.93374813814,21953.6268143286,40822.7427244652,30338.1683120993,0.172349239199971,0.0189855385098681,0.0112832125803313,0.0101416960289884,2.54996845149435,0.713830386263239,1.37090799882716,0.71390126469646,1.38085273319431
1003,40.2988452173125,4.70863062418988,0.409887414222238,2.40620976929404,0.00273258278268922,34.0833898839555,33.6328795076995,0.311855991027302,8.78483017148505,4.49552800689454,611.237782163119,0,128774.118824227,1309177.93023174,2473303.68918473,2869970.79286079,42.725520973202,4.70653092265602,0.650377866522919,0.845391076804566,170.786415806157,1.11270205909545,0.51738961184038,1.04950406761797,0.517620432327791
1005,0.297321057194432,0.0358867121628618,0.00356428859389975,0.0209238579610908,2.37619241437484e-05,0.230539642908773,0.281839416157988,0.00271182942727596,0.0782399823421917,0.0370232878528277,4.65563029380754,0,4678.12859360129,11708.0668177083,23834.1832809895,16103.3415773883,0.325428557537147,0.035848353262318,0.00577057614376551,0.00595013225169603,1.48512018844485,1.21987405212749,0.442835712737425,1.11451264623942,0.443309561311104
1007,0.0869654833848462,0.010343767938512,0.00119759217882274,0.00703036468143666,7.98394792078186e-06,0.0790996047143264,0.0722118826196304,0.000911168000808182,0.025076908500179,0.00925225828451072,1.34516844640142,0,754.744770051911,4348.29061431577,7731.10662848689,6262.34106590739,0.0940272744034589,0.0103577970372909,0.00257146759556801,0.00229964407296968,0.498996721347794,1.01974496492854,0.39855958700512,0.943158401292666,0.398019758719699
1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,0.869211840246375,0.102686767224445,0.0118739292273493,0.0697049080196029,7.91595287966875e-05,0.693629696089335,0.855176543654944,0.00903408067215099,0.0178356305792222,0.0985507005145104,13.3354346655878,0,8882.91480727494,34890.4941350967,76496.2372516841,50301.7260403186,0.932146883124587,0.102682846925026,0.0226647418999188,0.026388799165611,4.94747031480074,1.13077794092616,3.82150913213772,1.05443207796583,3.8216550324558
1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1027,0.340266342329798,0.0401935922199634,0.0047286581845545,0.0277591922184713,3.15243881416914e-05,0.268030191671956,0.33273203388429,0.00359772057693398,0.00710283840338813,0.0379790029758929,5.20940499820504,0,4827.17170491815,13043.2149741054,29199.4631293416,15072.5973643363,0.364137409374533,0.0401124184861789,0.0073062824075676,0.011142894912786,1.97027416527271,1.14150107632303,3.7486283249262,1.06666985046423,3.75621425888851
1029,0.0277858346030116,0.00329662444442511,0.000376757094333851,0.00221172099845305,2.51171398171914e-06,0.0223159506589454,0.0267472413424841,0.000286649340656128,0.000565920532620506,0.00309207682580113,0.428718151507915,0,329.662444442511,1059.62928570807,2350.0222825259,1276.26460634172,0.0299673987904033,0.00330112976661095,0.000604251924145522,0.000874325003981185,0.156982116401196,1.13575179683225,3.87197562344527,1.05307143264501,3.866691221161
1031,0.0317991714214242,0.00373091821207621,0.000354251478486442,0.00207960366369963,2.36167654157197e-06,0.0248992985929404,0.0289205401666069,0.000269526318845149,0.00784047851230434,0.00384160277046288,0.485149569124494,0,258.308359465445,1199.67858242628,2436.0011977097,1919.90685867146,0.0339119548818021,0.0037356516822586,0.000604789673300091,0.000742046519432934,0.147604776837397,1.18232826058093,0.460622621075445,1.10866681574829,0.46003896295428
1033,8.07168107111836,0.965296773333651,0.106020642106558,0.622385308579664,0.000706804286195912,7.07202423632272,6.73567632152808,0.0806640342354232,0.159251834012037,0.793208615336608,125.28939020701,0,116007.111990452,318053.849802017,677217.576384544,425654.221494198,8.75772837547,0.964728304593977,0.226953647919137,0.213893316422858,44.175265789032,1.06257527588125,4.02111086540934,0.979337149230642,4.02348031576636
1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1039,0.0168223359767621,0.00200469527016586,0.000210169573470237,0.00123378289585211,1.40113050067579e-06,0.0140518485325111,0.0149047389694249,0.00015990400862323,0.00444787392384293,0.00191480090011851,0.259983921360193,0,146.174814621918,722.255770764314,1428.47959649283,1137.27414705092,0.0181728761030775,0.00200187619447348,0.00034188952948636,0.000366971928412458,0.0875706521328539,1.12136275424896,0.434455875220976,1.03802727189721,0.435067683284146
1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1043,0.108982202235853,0.0127514275163412,0.00136015232245732,0.0079846604029913,9.06768222008997e-06,0.0910508618432223,0.12694811579418,0.00103484917016269,0.0020430620639833,0.0155057362057755,1.65541865883891,0,1586.84431314468,3774.422544837,8376.27105295658,4913.55006963015,0.11571376425284,0.0127467236730596,0.00265886445519908,0.00313316302587931,0.566730111837387,1.08961661023109,4.14135519297923,1.02622897580513,4.14288345124393
1045,2.01001252419847,0.241865887245121,0.0236824050955933,0.139025577571159,0.00015788270186262,1.57170854174509,1.88340844255135,0.0180183622495711,0.235737380891267,0.247830166348958,31.4036404834073,0,18785.7642151415,77520.5766691267,158665.066303834,114394.918368012,2.19511446979017,0.241808031722236,0.0369762116930213,0.0465036480701461,9.86766839772463,1.2073976612156,0.952916488625162,1.10558444861569,0.953144485525525
1047,6.52940384826084,0.772576163256642,0.111299301272603,0.653373235540561,0.000741995347575993,6.08286849071345,6.33405242375193,0.0846802138701303,0.902758152627702,0.73680174691997,100.345754827767,0,74229.1454225779,393310.233941004,750306.326931193,551754.207676202,7.01416826246089,0.772662312173803,0.207017278260258,0.174169112807901,46.3747070208192,0.970218955340451,0.782491685951216,0.903165014526322,0.78240444109616
1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1057,0.0937303592152867,0.0113700904058058,0.00116616318389428,0.0068458633964205,7.77442128629933e-06,0.0771484951759139,0.0855677051110743,0.000887255775108341,0.00175167422213709,0.0107447360312616,1.47616822352172,0,1190.45820292085,3794.88921012729,7458.58506727964,6292.42192972451,0.103184158824168,0.0113664953211172,0.00264568858234136,0.00196727649360352,0.485901307314634,1.14928390828539,4.30723639239458,1.04398577060171,4.30859871905437
1059,0.145682825620489,0.0177036473858625,0.0019854558958791,0.0116554527106716,1.32363727419218e-05,0.12809086031368,0.124402869670559,0.00151060094690945,0.00298232010754063,0.0143457452227649,2.30064684430179,0,2026.81947983801,5840.54919496179,12640.7353681326,7867.3686747998,0.160815214416695,0.0177149807011238,0.00403273588121787,0.00442682992827539,0.82727325707674,1.07064128099664,3.94286489489455,0.969896086059246,3.94034241227713
1061,2.63327378829037,0.31581332036675,0.0311415900386011,0.182814098657842,0.000207610601868611,2.11053241283723,2.44449104923683,0.0236935584911331,0.370275698248263,0.319150244412352,40.9982000251356,0,21569.1245287657,105186.618713289,214275.285076797,162465.137904212,2.86577418175698,0.315686140193544,0.0503569046118523,0.0570505570404414,12.9756620004773,1.17831110647075,0.801296382378296,1.08271467126505,0.801619199885069
1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,13.396991851036,1.58954133325729,0.152101251769115,0.892897671969656,0.00101400835299718,10.3249171577712,12.4261157791998,0.115723696217792,2.0266236987376,1.61731180392406,206.271180640467,0,154933.517783135,491818.297910839,1023842.65216693,669409.06221047,14.4183555267687,1.5882880909316,0.220057502367049,0.262399160998184,63.3755190521479,1.21639121602456,0.741377469719224,1.13022481506287,0.741962455295627
1069,2.09299573223461,0.251866247045268,0.0245156491305688,0.143917066959699,0.000163437662138902,1.62581600574955,1.97132067985663,0.0186523220523817,0.520707003801199,0.25623207789257,32.7144655333361,0,22013.7089073658,81054.3059047312,166923.53873603,106666.940101907,2.2867411407802,0.251901384606688,0.0359988401537397,0.0450858813597401,10.2148533985019,1.21927216404759,0.46703815533,1.1159686552512,0.466973008479401
1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1073,0.00338504744480159,0.000408813642929634,4.22910667997028e-05,0.000248266169090368,2.81940447519498e-07,0.00277691952170108,0.00303484203894096,3.21764516079343e-05,6.35247044005746e-05,0.000382575555632127,0.0530929082033972,0,37.004681979306,137.269748866092,270.134178448934,192.248133521061,0.00371119428341746,0.000408815393166158,8.3198277894148e-05,8.9411270712297e-05,0.0176212771330029,1.1453001637267,4.27179158765658,1.04464899886186,4.27177329909459
1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,0.173642367420369,0.0207884106378465,0.00228794994709938,0.0134312187282271,1.52529997657081e-05,0.152704818960988,0.146383835980023,0.00174074849194243,0.046599710905507,0.0173914487536718,2.69517695904424,0,2335.61547818827,6854.3164441525,14069.4186833245,10610.7545701973,0.188392869437192,0.0207528625846407,0.00529416885940837,0.00435324255239211,0.953312440076843,1.05787192510386,0.429306275598524,0.975044257520675,0.430041644141746
1079,50.5953213440119,6.04745731854017,0.651161890448729,3.82259139418266,0.0043410793033494,43.1665026610697,45.3121459708372,0.495425645235834,4.24652183294529,5.52086006151296,784.71148824548,0,750022.69218578,1906794.61738183,4121444.48652111,2583421.00107516,54.8513330283591,6.0422784594902,1.36606940503991,1.44359774871122,271.31744357245,1.08714959817916,1.27421876503108,1.00279574318548,1.27531090261249
1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,95.3837133725982,11.4134246981346,1.2394962813813,7.27635920932726,0.0082633086066737,80.9349869394603,86.9996766240355,0.943050037138342,18.2014079888304,10.6920493620972,1482.1197608542,0,1500297.36837745,3572416.01337075,7747873.00444722,5124726.42954826,103.600171283708,11.4123221585773,2.6653405273618,2.73944343885437,516.456763386726,1.09209280376216,0.596116230770124,1.00547967903512,0.596173821303936
1085,0.277559912434432,0.031341729764406,0.00837385919735268,0.0491580397646414,5.58257284156159e-05,0.285277774955919,0.389173509269102,0.00637111086630634,0.0125782339027589,0.0374461283500625,4.05687994661688,0,8276.02893607691,29400.3180527687,56262.0957598463,37585.6363729388,0.28357590826852,0.03123797558895,0.0132842700667981,0.0135281855507467,3.48910786025226,0.767089041233487,1.64849898345541,0.750815428624388,1.65397432715306
1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,15.9444722827182,1.91669231445595,0.206005671247072,1.20933905625099,0.00137337115230591,13.4141959458367,14.8042079472339,0.15673597318401,3.56326030205713,1.82445869766803,248.590783581155,0,240339.940237999,589104.632306099,1281373.20159495,887748.59490931,17.3764957723228,1.9141490335749,0.463508467744715,0.505700951500662,85.8356929421425,1.09976961966207,0.514556707036169,1.00913592981201,0.51524038537692
1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,0.0037755735501279,0.0004525032040902,4.84824889046942e-05,0.000284612394512103,3.23216595206452e-07,0.00309752602762632,0.0033692903191146,3.6887091674998e-05,7.28247360337686e-05,0.000436140375523584,0.0588254163390739,0,28.2814507372677,156.760041229427,320.590445143171,277.764248312451,0.00411189660210127,0.000452955705810869,8.65904768537529e-05,9.79603270496514e-05,0.0202010362409055,1.13729840034594,4.12859502271035,1.04427571373137,4.12447056566575
1099,0.155194792346612,0.0186515969195813,0.00204353496859858,0.0119964010475077,1.36235665630567e-05,0.134795694004168,0.126833599476863,0.00155478943904758,0.0485457127570036,0.0164779035575337,2.41787414046011,0,1788.09302647132,6462.46201237198,13620.0928116962,11375.537623954,0.169009402418162,0.0186176308815429,0.0032235363671514,0.00321523810821532,0.85147286974825,1.08836079978079,0.371605673905007,0.999399594954257,0.372283631940348
1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,2.31799646883579,0.276993852564944,0.030009489274402,0.176168195846188,0.000200063263382042,1.95790860590754,2.15944754144382,0.0228322185389611,0.696126339939364,0.265565918365424,36.0017057559582,0,34381.7969217896,85411.2792769074,190956.54555738,108417.525999248,2.51651923234148,0.277213134320878,0.0594242545054229,0.0762728348129736,12.5039533674717,1.09414667280896,0.385575957128321,1.00783180647492,0.385270957968984
