FIPS ,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,m3,m3,m3,m3,mgal,ton,ton,ton,ton,ha,ha
FIPS,T_YLN,T_YLP,T_FNH3,T_FNO,T_FNO3,T_NFIX,T_GMN,T_FPO,T_FPL,T_MNP,T_YLDG,T_YLDF,T_IRGA,T_ET,T_PET,T_PRCP,T_IRGAmgal,Nyield,Pyield,T_NWET,T_NDRY,T_cropLand,T_irrLand,NUE,PUE,NUE1,PUE1
1001,851.452134046659,138.047577512029,77.1688695685853,23.885780949197,150.818626624908,51.3083722334555,1980.35659633125,3.09943191180119,84.0268285984931,171.576006309494,6115.6767048568,65424.3329569595,263530.579942802,194313986.35826,348170259.864344,251862928.82216,69.61740036465,1079.38254528907,145.569152127981,93.121001705668,97.2107393853266,22025.4280141031,826.136184598551,2.18713932821026,1.6707838862289,1.72528679159183,1.58445429315446
1003,2175.69945647365,328.80303654839,320.652879916491,81.5599447526861,729.603247989974,1440.14156466863,9609.83508131806,10.5739525462662,540.225302692466,591.237451927279,68992.0054881337,87462.9152165484,382000.253758917,430075192.486027,706427994.669101,777063866.590063,100.913771036001,4220.59682841619,598.015658744893,181.481891556917,239.721603125479,48287.8382705767,683.067619251902,1.41008005993372,1.0857234338229,0.726890187503026,0.596956211216875
1005,914.432826061341,131.997514368437,62.4724747710219,23.8451100112613,141.126267283959,124.055130742129,2534.76251795504,3.0902511114674,196.91464588697,192.942995700175,9319.63628209919,59027.5461578029,2097500.35271421,144345155.345682,338192393.60433,204918364.367787,554.100863177219,1141.73891963176,156.559872031261,73.7331222208692,84.9320884881146,20971.7102158125,858.646689098328,2.23798324958868,0.782780193789377,1.79242847240363,0.659971412447306
1007,319.661655710648,54.6565269673194,4.53210439217356,6.14338620113483,21.471041315701,0.759029514175172,652.039133654781,0.798230774391605,1.73497039779701,48.2102045850436,121.180714409488,30009.6053410908,2165.92516776582,83738989.2106731,163336349.781066,122510719.754761,0.572176783419032,452.64792429758,60.4121279356763,50.012664388466,46.4880532779227,10568.0061212486,1.08679726818809,3.49788223169807,23.8481367366027,2.47021750381512,21.5760704547984
1009,2269.81465042576,306.395949606719,25.1248512223037,14.80686500767,73.4690731710265,90.5030936307775,4334.94994638118,1.92315938661251,1175.66018707207,367.447099113498,3606.8810848099,164559.210876692,72674.6074364986,322847373.246264,714685699.387349,567972738.751403,19.1985963957147,2639.44360937386,350.820940992758,273.940867590932,285.391593144128,48641.5197232082,25.2751543759368,3.45822579195755,0.29791601762013,2.97393418036598,0.260190457455207
1011,799.429627885987,125.430674476861,22.3755189515919,18.1691864565331,72.8777006940208,28.4735749490305,1740.10294621944,2.35807298348436,208.105109372831,128.244467456991,2156.08559418798,66754.2736892956,52622.4337376655,171517426.720206,371115984.502604,208608295.41049,13.9013735653466,1070.03064727031,143.895339354498,79.460424099539,89.8013770331347,22783.076564277,41.2435565683991,3.43886834441465,0.683707894860594,2.56920981463236,0.595974426845387
1013,793.38158690774,107.407785918931,18.0380224164461,9.24947783295334,48.2476431529685,134.343653450704,1537.41980374708,1.20126066665182,18.5994727344146,117.534772548098,2630.39692691655,55685.1735647545,2071.91354809329,123000994.479062,265091017.710944,199416431.403122,0.547341545826901,1059.82221709354,137.379746440106,76.3347480755417,71.1165286078053,16612.4519160697,0.765232203528285,2.96594744070854,6.93811404140756,2.22030454659417,5.42443472892506
1015,1006.58495694944,139.63657708784,23.8156540932158,8.68283814458861,51.3035318470894,4.58254655910293,1945.32540806394,1.12709740244384,231.772494749344,167.28677953231,3825.04495929834,71787.5078161326,48521.7424482107,182148886.345136,354286571.444843,232088776.750464,12.8180857460287,1118.69820406183,151.48226798192,110.50301930623,126.332474151921,23283.0531941638,20.3211255613714,3.4398191487671,0.650418777389675,3.09508873546399,0.599556984182412
1017,699.581967468197,98.2279330288432,4.07984147241306,6.44314213303865,21.9035392652956,61.1113564774864,1342.00880647984,0.837176380907598,431.119817535667,109.425857156619,6.42885521541426,54342.1455157608,22698.9483609796,121737525.401527,267799280.748632,156179839.380226,5.9964265864167,908.794327992818,118.245629523704,60.9637351343044,74.3333062542583,17119.9559063448,13.0791054815054,3.97139704493836,0.273743986528764,3.05714689530646,0.227402112738599
1019,1009.28610589343,142.94556472076,84.8506847205565,14.3269135881761,136.922270817892,13.2868322389985,2606.35851186125,1.85832848906109,187.461849446598,252.719472262516,11147.4052278292,60051.2958387568,133159.424690344,169611904.171384,350334436.048405,264207883.796445,35.1769915392975,978.151635252233,135.987507705102,132.949729677287,107.382794089521,22735.7091908357,57.672676732298,1.99737234123843,0.718293787740461,2.06094850701541,0.755046642568342
