HUC8 ,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,m3,m3,m3,m3,mgal,ton,ton,ton,ton,ha,ha
HUC8,T_YLN,T_YLP,T_FNH3,T_FNO,T_FNO3,T_NFIX,T_GMN,T_FPO,T_FPL,T_MNP,T_YLDG,T_YLDF,T_IRGA,T_ET,T_PET,T_PRCP,T_IRGAmgal,Nyield,Pyield,T_NWET,T_NDRY,T_cropLand,T_irrLand,NUE,PUE,NUE1,PUE1
1010001,1213.15440280859,188.372367153523,276.501008032696,18.3446786947588,437.20819116344,127.60783845285,2604.25510344262,1.74732835437875,192.030928276377,149.153033478986,40843.6839151795,33446.1215180626,73467.5415915437,76845141.5818628,113747806.145065,175326187.065359,19.4080673973213,1500.55672730561,217.864368692767,45.7059248705676,21.5134750442587,13197.6527467217,338.598123108968,1.61893116709803,1.12429728949367,1.30885653135926,0.972102703516761
1010002,0.543242980996761,0.085047170589663,0.130185170637383,0.0088789930075272,0.180843292279228,0.00504988470150997,1.43420411985134,0.000845567261194552,0.045537488748922,0.0776306191150235,30.6276579656799,0.135901745542398,136.171689396724,33060.0084246439,53366.8506915041,79387.1376558824,0.0359727475313115,0.550890914698808,0.0975444128992285,0.0189383620338442,0.00868589418919897,6.31560363213066,0.389061969704926,1.56244942907562,2.1030182417897,1.54075818435269,1.83358273269259
1010003,882.617600325985,133.693909496377,122.40502803193,8.86978448055058,233.596165890776,42.3312366320153,2578.88406783877,0.845085723311274,34.9180418853857,114.506952300249,36354.5498310609,15036.8512886382,98227.4647146463,66713997.4514422,101878061.980092,156796827.989891,25.9489458085975,967.979926588712,156.061971669817,39.466516344001,15.7532240560387,11776.4290510872,582.524233572185,2.09328280201895,4.36376743604116,1.90868446005145,3.73831704428067
1010004,4066.27852608419,649.259484853862,1401.09900376909,128.906899017715,2061.44388846837,175.97777827871,10004.3525412656,12.2752197605159,482.667049772249,496.795824484678,190029.79974674,56103.1377499712,789687.277640741,269894576.722991,422747359.97535,583706688.90083,208.61326750891,4446.91543977579,732.312966188638,149.813825929961,57.9597096623531,47288.6776644036,2335.39007951383,1.11866426934761,1.47959269447719,1.02291139958694,1.31178831314362
1010005,2851.0699850301,445.219003310012,1060.46528116274,95.7082530764588,1409.37830246265,127.701034124157,7195.37111583787,9.11218821794494,351.393646987591,316.332399513832,138634.786776623,28967.5613506491,870686.248210071,201065385.502121,317653769.712657,424134843.350584,230.010927562151,3112.6353849414,512.381090345513,101.589280342284,44.3267167065135,34674.6695690006,1732.25878196955,1.09631921516218,1.4212837638353,1.00419176093749,1.23498418009289
1020001,18.788348973563,2.50227613973697,2.98926539041378,0.876071512310754,4.51073945618112,5.15148876866617,40.084937728133,0.0834145614850591,0.304915012843229,2.91818204515309,451.435044046458,925.552386734901,0,2029976.62742188,3115836.16759769,4001638.32282903,0,28.4377475156992,3.88605812786047,0.928864512182237,0.453322545135625,319.893662445888,0,1.9073252970978,10.0071135055381,1.26013824646959,6.44369191830231
1020002,11.7910915772579,1.43405809672208,1.12939368278989,0.357245119105146,1.42551200452254,3.85151063523948,23.7846130482129,0.0340610931017955,0.115819943540589,1.75985415234555,162.477593284109,680.83125663536,0,1320409.36855145,1995228.87153252,2778302.56842432,0,18.7633251583415,2.43318993671225,0.579643924510315,0.2667802794873,214.540738874465,0,2.46558659547483,16.2341413645132,1.54940326906709,9.5679755681417
1020003,596.982220482098,90.7596610153242,132.879523736704,23.2952077469681,223.507180530949,60.4688451609045,1343.54643756667,2.21908847137478,29.9092416882432,89.85387163739,27237.2166255762,13784.8442453042,317720.575310953,51658986.6477244,81356866.201159,106837619.760894,83.9328798210452,738.484948582571,117.001768359795,21.9435743349507,11.6873754095106,8669.5053814548,231.210706158075,1.55870295918219,3.64170088450021,1.26003645088585,2.82491061827421
1020004,319.04805215385,52.7715480184215,86.3370388894029,18.7636312222305,119.866946402675,2.92458305034748,834.941424105451,1.78711394483176,9.66745557294343,59.4450383647715,16073.5636379949,9269.79922372792,44556.1917336657,32613742.1377201,50663647.2712284,65367708.9772566,11.7704982826659,366.46467248415,61.3545605069237,19.1652828128077,8.05955814745757,5158.59036751129,42.4360239822417,1.43645705410396,5.35633926807234,1.2505948308956,4.60703022811383
1020005,2258.07604970101,399.086310552516,493.173367336389,121.361322363502,686.052189227233,257.107594723009,5456.48761307683,11.5576773545592,226.835741789097,332.692399217058,71658.9321766994,103377.02764836,38167.3069006938,161667784.393374,273891431.821583,320969328.793344,10.0827337985701,3011.44478625224,442.55875319537,87.268732452828,51.2024446891034,27077.0376952212,28.1037184641464,1.77544261956135,1.85642185419843,1.33128273682853,1.67406597038665
